public_id,folder,filename,format,version,resource_type,type,created_at,uploaded_at,bytes,backup_bytes,width,height,aspect_ratio,pixels,url,secure_url,status,access_mode,access_control,etag,created_by,uploaded_by
minimalistic-wallpapers-collection-themefoxx_281_fbblqt,"",minimalistic-wallpapers-collection-themefoxx_281_fbblqt,jpg,1580933061,image,upload,2020-02-05T20:04:21+00:00,2020-02-05T20:04:21+00:00,118655,0,1280,800,1.6,1024000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933061/minimalistic-wallpapers-collection-themefoxx_281_fbblqt.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933061/minimalistic-wallpapers-collection-themefoxx_281_fbblqt.jpg",active,public,"",ecf1f075f26450d5540961b33f43423a,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_282_pmyhja,"",minimalistic-wallpapers-collection-themefoxx_282_pmyhja,jpg,1580933061,image,upload,2020-02-05T20:04:21+00:00,2020-02-05T20:04:21+00:00,91373,0,1280,800,1.6,1024000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933061/minimalistic-wallpapers-collection-themefoxx_282_pmyhja.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933061/minimalistic-wallpapers-collection-themefoxx_282_pmyhja.jpg",active,public,"",3a9881764db868fdcdaff5d69c30b457,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_273_zhp2xf,"",minimalistic-wallpapers-collection-themefoxx_273_zhp2xf,jpg,1580933057,image,upload,2020-02-05T20:04:17+00:00,2020-02-05T20:04:17+00:00,124114,0,1920,1200,1.6,2304000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933057/minimalistic-wallpapers-collection-themefoxx_273_zhp2xf.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933057/minimalistic-wallpapers-collection-themefoxx_273_zhp2xf.jpg",active,public,"",f8a6d1e3af8146f756d7b4db69525896,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_277_ch0vwu,"",minimalistic-wallpapers-collection-themefoxx_277_ch0vwu,jpg,1580933056,image,upload,2020-02-05T20:04:16+00:00,2020-02-05T20:04:16+00:00,53931,0,1920,1200,1.6,2304000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933056/minimalistic-wallpapers-collection-themefoxx_277_ch0vwu.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933056/minimalistic-wallpapers-collection-themefoxx_277_ch0vwu.jpg",active,public,"",76a2b3cb3fe973b89500afbc805891fe,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_274_fm7vkq,"",minimalistic-wallpapers-collection-themefoxx_274_fm7vkq,jpg,1580933056,image,upload,2020-02-05T20:04:16+00:00,2020-02-05T20:04:16+00:00,212512,0,2560,1440,1.77778,3686400,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933056/minimalistic-wallpapers-collection-themefoxx_274_fm7vkq.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933056/minimalistic-wallpapers-collection-themefoxx_274_fm7vkq.jpg",active,public,"",69b9c5f2dfd921955c00efce151b2bd9,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_276_anhcgt,"",minimalistic-wallpapers-collection-themefoxx_276_anhcgt,jpg,1580933055,image,upload,2020-02-05T20:04:15+00:00,2020-02-05T20:04:15+00:00,233139,0,2560,1600,1.6,4096000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933055/minimalistic-wallpapers-collection-themefoxx_276_anhcgt.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933055/minimalistic-wallpapers-collection-themefoxx_276_anhcgt.jpg",active,public,"",3f518429ffeae18593f44cadc6c800e0,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_270_rj21vh,"",minimalistic-wallpapers-collection-themefoxx_270_rj21vh,jpg,1580933055,image,upload,2020-02-05T20:04:15+00:00,2020-02-05T20:04:15+00:00,249324,0,1920,1200,1.6,2304000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933055/minimalistic-wallpapers-collection-themefoxx_270_rj21vh.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933055/minimalistic-wallpapers-collection-themefoxx_270_rj21vh.jpg",active,public,"",0f164bf0ef9f9f875ab4b2d5d3d1f137,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_275_z9yvvk,"",minimalistic-wallpapers-collection-themefoxx_275_z9yvvk,jpg,1580933055,image,upload,2020-02-05T20:04:15+00:00,2020-02-05T20:04:15+00:00,87053,0,1600,900,1.77778,1440000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933055/minimalistic-wallpapers-collection-themefoxx_275_z9yvvk.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933055/minimalistic-wallpapers-collection-themefoxx_275_z9yvvk.jpg",active,public,"",4e7033be68290c0ee0fb4667698c8465,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_272_xjqd2q,"",minimalistic-wallpapers-collection-themefoxx_272_xjqd2q,jpg,1580933054,image,upload,2020-02-05T20:04:14+00:00,2020-02-05T20:04:14+00:00,62003,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933054/minimalistic-wallpapers-collection-themefoxx_272_xjqd2q.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933054/minimalistic-wallpapers-collection-themefoxx_272_xjqd2q.jpg",active,public,"",ec431c6c93012bb404a386cc998b3a26,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_271_m8sdza,"",minimalistic-wallpapers-collection-themefoxx_271_m8sdza,jpg,1580933054,image,upload,2020-02-05T20:04:14+00:00,2020-02-05T20:04:14+00:00,35932,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933054/minimalistic-wallpapers-collection-themefoxx_271_m8sdza.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933054/minimalistic-wallpapers-collection-themefoxx_271_m8sdza.jpg",active,public,"",82baa19ce6f25f14027242a3a6aa38de,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_268_mhvoyz,"",minimalistic-wallpapers-collection-themefoxx_268_mhvoyz,jpg,1580933050,image,upload,2020-02-05T20:04:10+00:00,2020-02-05T20:04:10+00:00,567740,0,2560,1440,1.77778,3686400,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933050/minimalistic-wallpapers-collection-themefoxx_268_mhvoyz.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933050/minimalistic-wallpapers-collection-themefoxx_268_mhvoyz.jpg",active,public,"",0b2c2ef186f2bc82f4763ccd0eea3ebf,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_269_ouhish,"",minimalistic-wallpapers-collection-themefoxx_269_ouhish,jpg,1580933049,image,upload,2020-02-05T20:04:09+00:00,2020-02-05T20:04:09+00:00,40672,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_269_ouhish.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_269_ouhish.jpg",active,public,"",4ff1ffc32b0118381e72f5108d5d78e7,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_267_zpzujz,"",minimalistic-wallpapers-collection-themefoxx_267_zpzujz,jpg,1580933049,image,upload,2020-02-05T20:04:09+00:00,2020-02-05T20:04:09+00:00,61034,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_267_zpzujz.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_267_zpzujz.jpg",active,public,"",1216bbb9ef16462036e7efebb6608711,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_265_rfrrzy,"",minimalistic-wallpapers-collection-themefoxx_265_rfrrzy,jpg,1580933049,image,upload,2020-02-05T20:04:09+00:00,2020-02-05T20:04:09+00:00,118929,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_265_rfrrzy.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_265_rfrrzy.jpg",active,public,"",de776ae5520402ec1e87f04d5b19706f,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_264_o8m7e3,"",minimalistic-wallpapers-collection-themefoxx_264_o8m7e3,jpg,1580933049,image,upload,2020-02-05T20:04:09+00:00,2020-02-05T20:04:09+00:00,135940,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_264_o8m7e3.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_264_o8m7e3.jpg",active,public,"",8fd6ea869fce42edf7b1c040c7c32769,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_266_lh9dal,"",minimalistic-wallpapers-collection-themefoxx_266_lh9dal,jpg,1580933049,image,upload,2020-02-05T20:04:09+00:00,2020-02-05T20:04:09+00:00,37721,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_266_lh9dal.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933049/minimalistic-wallpapers-collection-themefoxx_266_lh9dal.jpg",active,public,"",b2bbcfb344624f86a6ebf28fb0fc1b87,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_263_osixfj,"",minimalistic-wallpapers-collection-themefoxx_263_osixfj,jpg,1580933045,image,upload,2020-02-05T20:04:05+00:00,2020-02-05T20:04:05+00:00,126346,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933045/minimalistic-wallpapers-collection-themefoxx_263_osixfj.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933045/minimalistic-wallpapers-collection-themefoxx_263_osixfj.jpg",active,public,"",ff8f8a2a738f8503c3e13e3e3a961355,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_262_z2ejyp,"",minimalistic-wallpapers-collection-themefoxx_262_z2ejyp,jpg,1580933044,image,upload,2020-02-05T20:04:04+00:00,2020-02-05T20:04:04+00:00,30133,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_262_z2ejyp.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_262_z2ejyp.jpg",active,public,"",daa8f7abb9394cc6b1762d92881ffbc9,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_257_dfhszx,"",minimalistic-wallpapers-collection-themefoxx_257_dfhszx,jpg,1580933044,image,upload,2020-02-05T20:04:04+00:00,2020-02-05T20:04:04+00:00,75546,0,1920,1200,1.6,2304000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_257_dfhszx.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_257_dfhszx.jpg",active,public,"",ab783a6df0625c9d33ff79278905d391,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_261_lwqfdt,"",minimalistic-wallpapers-collection-themefoxx_261_lwqfdt,jpg,1580933044,image,upload,2020-02-05T20:04:04+00:00,2020-02-05T20:04:04+00:00,58060,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_261_lwqfdt.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_261_lwqfdt.jpg",active,public,"",076ff4a28ee0fd3f5ad04ca86ab546f7,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_259_itzpqn,"",minimalistic-wallpapers-collection-themefoxx_259_itzpqn,jpg,1580933044,image,upload,2020-02-05T20:04:04+00:00,2020-02-05T20:04:04+00:00,50186,0,1280,800,1.6,1024000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_259_itzpqn.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_259_itzpqn.jpg",active,public,"",782072e45a0a522022790958d9dfac99,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_258_ujtfgn,"",minimalistic-wallpapers-collection-themefoxx_258_ujtfgn,jpg,1580933044,image,upload,2020-02-05T20:04:04+00:00,2020-02-05T20:04:04+00:00,125661,0,2560,1600,1.6,4096000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_258_ujtfgn.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_258_ujtfgn.jpg",active,public,"",08273b4165ef4a25dedb34f2ba1a8f72,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_260_hyl16m,"",minimalistic-wallpapers-collection-themefoxx_260_hyl16m,jpg,1580933044,image,upload,2020-02-05T20:04:04+00:00,2020-02-05T20:04:04+00:00,42314,0,1920,1080,1.77778,2073600,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_260_hyl16m.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933044/minimalistic-wallpapers-collection-themefoxx_260_hyl16m.jpg",active,public,"",1f25bbda23eb6aa07bcde2c5980c6011,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
minimalistic-wallpapers-collection-themefoxx_251_rzvsul,"",minimalistic-wallpapers-collection-themefoxx_251_rzvsul,jpg,1580933039,image,upload,2020-02-05T20:03:59+00:00,2020-02-05T20:03:59+00:00,147698,0,2560,1600,1.6,4096000,"http://res.cloudinary.com/dbnuvqzms/image/upload/v1580933039/minimalistic-wallpapers-collection-themefoxx_251_rzvsul.jpg","https://res.cloudinary.com/dbnuvqzms/image/upload/v1580933039/minimalistic-wallpapers-collection-themefoxx_251_rzvsul.jpg",active,public,"",bfae19ea880d3189585229fb6bcc5c8c,"access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5","access_key:469833719843844,custom_id:admin@gomoodly.com,external_id:e7dda5a59ad13dc0fdb92abab97fc5"
